Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
25.0,male,stuttgart,Data & AI,0.0,0.0,Junior,,"R, SQL, Hadoop Hive",58000.0,,,,30,Full-time employee,Unlimited contract,German,1000+,Handel ,No,,
30.0,male,frankfurt,Data & AI,3.0,3.0,Middle,,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,3000,47000.0,47000,30,Full-time employee,Unlimited contract,English,101-1000,Consulting and Product,No,,
35.0,male,berlin,Other Roles,10.0,6.0,Senior,,"Figma, Sketch, Photoshop, etc...",50400.0,0,50400.0,0,29,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,40.0,0
30.0,male,krakow,Data & AI,7.0,0.0,Senior,,"Python, AWS, Google Cloud, Azure, Alteryx, SAS",68500.0,70000,,41000,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,350
26.0,male,berlin,Software Development,5.0,1.0,Middle,,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000.0,2000,60000.0,0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,800
30.0,female,stockholm,Operations & Support,7.0,1.0,Senior,,"Ruby, SQL",48000.0,,45600.0,,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
33.0,female,braunschweig,Software Development,6.0,4.0,Middle,,Python,58000.0,6000,53000.0,14000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,1000
26.0,male,berlin,Software Development,6.0,3.0,Senior,,"PHP, Go",70000.0,71000,64000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,40.0,200
29.0,male,berlin,Data & AI,6.0,1.5,Middle,,"SQL, AWS, Google Cloud, Docker",57000.0,0,,,28,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,0
36.0,male,zurich,Data & AI,5.0,0.5,Senior,,"Javascript / Typescript, SQL",106000.0,106000,,,25,Full-time employee,Unlimited contract,English,11-50,Product,No,24.0,0
23.0,male,dublin,Data & AI,3.0,0.0,Senior,,"Python, R, SQL",49200.0,2000,44500.0,1500,21,Full-time employee,Unlimited contract,English,1000+,Product,No,,540
45.0,male,madrid,Data & AI,2.0,0.0,Senior,,"SQL, Azure",42000.0,,,,24 labour days,Full-time employee,Unlimited contract,Spanish,101-1000,Consulting / Agency,No,,
41.0,male,rome,Management & Leadership,22.0,0.0,Head,,"C/C++, SQL, Go, Rust, AWS, Google Cloud, Kubernetes, Docker",50000.0,,45000.0,,31,Full-time employee,Unlimited contract,Italian,51-100,Product,No,,
28.0,male,berlin,Data & AI,1.0,1.0,Junior,,"C/C++, AWS, Google Cloud, Docker",43000.0,43000,42000.0,42000,14,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,
35.0,male,berlin,Data & AI,12.0,3.5,Senior,,"R, SQL, AWS, Docker",77000.0,12000,65000.0,10000,27,Full-time employee,Unlimited contract,English,1000+,Startup,Yes,30.0,0
37.0,female,berlin,Data & AI,8.0,0.5,Middle,,"SQL, AWS",67000.0,0,,,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
26.0,male,lisbon,Software Development,4.0,0.0,Middle,,"Javascript / Typescript, Ruby, SQL",21000.0,0,19000.0,0,22,Full-time employee,Unlimited contract,English,51-100,Product,No,,
30.0,male,barcelona,Data & AI,5.0,0.0,Senior,,"Python, SQL",40000.0,0,40000.0,0,25,Full-time employee,Unlimited contract,Spanish,1000+,Consulting / Agency,No,,0
24.0,male,sofia,Data & AI,5.0,0.0,Senior,,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,0,40000.0,0,20,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
35.0,male,frankfurt,Management & Leadership,6.0,5.0,Head,,"Python, C/C++, Docker",90000.0,7500,88000.0,7500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,
27.0,male,rome,Data & AI,2.0,0.0,Junior,,"Python, SQL, Google Cloud",25300.0,3000,25300.0,300,24,Full-time employee,Temporary contract,Italian,1000+,Consulting / Agency,No,0.0,0
31.0,male,munich,Other Roles,10.0,2.0,Lead,,,80000.0,0,78000.0,,Unlimited,Full-time employee,Unlimited contract,German,101-1000,Education,No,,
27.0,female,munich,Software Development,6.0,4.0,Senior,,Python,85600.0,10000,75000.0,10000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,0
29.0,male,bonn,Data & AI,2.0,2.0,Middle,,SQL,55200.0,0,50000.0,0,30,Full-time employee,Temporary contract,English,1000+,Product,No,,
29.0,male,berlin,Management & Leadership,6.0,6.0,Head,,"Python, Azure, Docker",92000.0,14000,75000.0,78000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
34.0,male,berlin,Software Development,14.0,6.0,Lead,,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,100000,85000.0,90000,29,Full-time employee,Unlimited contract,English,1000+,Startup,No,0.0,0
29.0,male,helsinki,Software Development,10.0,0.0,Senior,,Javascript / Typescript,60000.0,2500,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,8.0,0
35.0,male,liege,Data & AI,12.0,0.0,Lead,,"Python, R, Spark",85000.0,95000,80000.0,90000,37.5,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,240
54.0,male,milan,sales,31.0,6.0,Head,,Python,110000.0,100000,110000.0,100000,29,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,No
31.0,male,berlin,Software Development,6.0,4.0,Senior,,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,99000,80000.0,80000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
30.0,male,bielefeld,Software Development,5.0,3.0,Junior,,"Python, Qt",55000.0,55000,,,30,Full-time employee,Unlimited contract,German,11-50,Product,No,,
36.0,male,zurich,Software Development,15.0,2.0,Senior,,"C/C++, Java / Scala",172000.0,100000,169000.0,120000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24.0,male,berlin,Software Development,1.0,1.0,Working Student,,"Python, Javascript / Typescript, R",14400.0,Na,,,24,Working Student,Temporary contract,German,up to 10,Startup,No,0.0,No
28.0,male,frankfurt,Software Development,8.0,1.0,Lead,,"Python, Javascript / Typescript",25000.0,2000,25000.0,5000,1,Full-time employee,Temporary contract,English,11-50,Startup,No,10.0,0
,male,berlin,Data & AI,4.0,4.0,Head,,"R, SQL, AWS, Docker",105000.0,0,85000.0,0,unlimited,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,,
36.0,male,hamburg,Data & AI,2.0,10.0,Middle,,"Java / Scala, SQL",63000.0,,55000.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
26.0,male,berlin,Operations & Support,5.0,2.0,Middle,,"Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,,60000.0,,23,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
36.0,male,munich,Operations & Support,14.0,6.0,Middle,powershell,SQL,65000.0,5000,58040.0,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
33.0,male,berlin,Software Development,13.0,1.5,Senior,,"Python, Go, Docker",83000.0,0,73000.0,0,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,32.0,0
35.0,male,berlin,Data & AI,6.0,6.0,Senior,,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,200000,200000.0,200000,14,Self-employed (freelancer),Temporary contract,English,11-50,Startup,No,,
29.0,male,basel,Data & AI,5.0,,Lead,,"R, SQL",115000.0,13000,,,25,Full-time employee,Unlimited contract,English,1000+,Pharma,No,,600
36.0,male,berlin,Software Development,6.0,4.0,Middle,,"Javascript / Typescript, Kubernetes, Docker",58000.0,,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
35.0,male,berlin,Software Development,2.0,2.0,Middle,,"Python, Java / Scala, SQL, AWS, Docker",50000.0,500,42000.0,500,45,Full-time employee,Unlimited contract,English,1000+,Product,No,,
29.0,male,berlin,Software Development,9.0,6.0,Senior,,"Kotlin, Java / Scala, SQL, AWS",75000.0,,75000.0,,25,Full-time employee,Unlimited contract,English,51-100,Startup,Yes,32.0,
29.0,male,berlin,Operations & Support,11.0,7.0,Lead,,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,0,140000.0,0,5,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No,,
32.0,male,hamburg,Software Development,14.0,6.0,Lead,,"Javascript / Typescript, .NET, SQL",80000.0,5000,70000.0,5000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
23.0,male,new jersey,Software Development,4.0,0.0,Entry level,django,"Python, AWS",54179.13,60847.32,,,,"Full-time position, part-time position, & self-employed (freelancing, tutoring)",Unlimited contract,English,up to 10,"Full-time position in Education, part-time position in at a data startup",No,0.0,1250.29
32.0,female,berlin,Management & Leadership,10.0,6.0,Lead,,,65000.0,3250,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300
30.0,male,berlin,Software Development,7.0,1.0,Senior,,"Python, C/C++, AWS",49000.0,,39000.0,,12,Full-time employee,Temporary contract,English,11-50,Startup,No,40.0,
30.0,male,munich,Data & AI,2.0,2.0,Middle,,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,5000,45000.0,5000,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,36.0,
30.0,male,berlin,Data & AI,6.0,2.0,Middle,,"SQL, AWS, Docker",59000.0,0,54000.0,0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
30.0,male,frankfurt,Data & AI,5.0,4.0,Middle,,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,0,52500.0,0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,16.0,0
48.0,male,madrid,Operations & Support,15.0,0.0,Senior,,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,0,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,,
31.0,male,berlin,Data & AI,7.0,6.0,Senior,,"Python, R, SQL",83000.0,20000,75000.0,20000,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,0
38.0,male,cologne,Software Development,15.0,5.0,Senior,,"SQL, Azure",59000.0,7000,,,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,,300
22.0,male,istanbul,Software Development,3.0,0.0,Middle,,"Python, Javascript / Typescript, SQL, AWS, Docker",10001.0,0,,,0,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,0.0,No
28.0,male,warsaw,Data & AI,3.0,0.0,Middle,,"Java / Scala, SQL, AWS, Google Cloud",50000.0,10000,30000.0,30000,21,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No,,no
29.0,male,berlin,Data & AI,5.0,2.0,Senior,,"Python, R, SQL, Google Cloud",75000.0,0,75000.0,0,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,20.0,No
34.0,male,munich,Software Development,5.0,4.0,Senior,,,54000.0,54000,54000.0,54000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,20.0,
27.0,male,berlin,Software Development,5.0,1.0,Middle,,Javascript / Typescript,58000.0,58000,,,25,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,
34.0,male,berlin,Data & AI,3.0,3.0,Senior,,AWS,70000.0,,55000.0,,30,Full-time employee,Temporary contract,English,101-1000,Product,No,0.0,0
28.0,male,wolfsburg,Software Development,2.0,1.0,Junior,,"Python, C/C++, Docker",48000.0,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,20.0,
40.0,male,mannheim,Software Development,9.0,9.0,Middle,,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,5000,87000.0,3000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
29.0,male,berlin,Management & Leadership,5.0,5.0,Middle,,,57750.0,,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,340
27.0,male,cologne,Software Development,1.0,1.0,Junior,,,45000.0,45000,45000.0,45000,30,Full-time employee,Unlimited contract,German,11-50,Product,No,0.0,No
35.0,female,munich,Data & AI,5.0,2.0,Senior,sas,"Python, SQL, SAS",75000.0,10000,,,30,Full-time employee,Unlimited contract,English,1000+,Bank,No,0.0,1500
29.0,male,london,Software Development,9.0,0.0,Senior,,"Javascript / Typescript, Java / Scala",113000.0,170000,,,25,Full-time employee,Unlimited contract,English,1000+,Corporation ,No,,1800
38.0,male,munich,Management & Leadership,12.0,12.0,Senior,node,"Python, PHP, SQL",74000.0,14000,71000.0,11000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
32.0,male,berlin,Data & AI,7.0,5.0,Senior,,"AWS, Kubernetes, Docker",82000.0,82000,75000.0,80000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
37.0,male,berlin,Data & AI,10.0,10.0,Senior,,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,0,79000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,200
29.0,male,karlsruhe,Operations & Support,6.0,5.0,Senior,,"SQL, AWS, Azure",64800.0,9450,58800.0,7050,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,1000
32.0,male,frankfurt,Software Development,7.0,7.0,Senior,,,70000.0,4000,,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,0.0,0
40.0,male,hildesheim,Software Development,16.0,3.0,Senior,,,72000.0,5000,70000.0,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
39.0,male,berlin,Software Development,12.0,6.0,Lead,,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,2000,80000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
32.0,male,vienna,Management & Leadership,10.0,10.0,Lead,,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,40000,80000.0,35000,25,Full-time employee,Unlimited contract,German,1000+,Transport & Logistics,No,,
26.0,female,berlin,Software Development,5.0,0.0,Middle,,Python,65000.0,75000,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,berlin,Software Development,9.0,1.0,Middle,,"Kotlin, Javascript / Typescript, Rust",77000.0,0,74000.0,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
32.0,female,munich,Data & AI,5.0,5.0,Senior,,"Python, Go",80000.0,0,75000.0,0,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,0
32.0,male,munich,Software Development,8.0,1.0,Senior,,"Python, C/C++",65000.0,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
31.0,male,helsinki,Software Development,5.0,0.0,Middle,,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,66447,,55200,30,Full-time employee,Unlimited contract,English,51-100,Product,No,40.0,0
30.0,male,berlin,Software Development,10.0,6.0,Senior,,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,munich,Other Roles,12.0,2.0,Senior,,,150000.0,20000,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
30.0,female,berlin,Operations & Support,8.0,6.0,Senior,,"Javascript / Typescript, AWS, Docker",70000.0,,,,31,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
25.0,male,hamburg,Software Development,5.0,1.0,Middle,,"Kotlin, SQL",53500.0,53500,50000.0,50000,29,Full-time employee,Unlimited contract,English,1000+,Product,No,32.0,
30.0,male,berlin,Software Development,9.0,9.0,Lead,,,90000.0,0,81000.0,9500,25,Full-time employee,Unlimited contract,English,11-50,Product,No,,
26.0,male,munich,Software Development,4.0,0.0,Middle,,Javascript / Typescript,75000.0,82500,,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
32.0,male,munich,Management & Leadership,4.0,4.0,Senior,,"Java / Scala, SQL",65000.0,65000,62000.0,62000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
32.0,female,heidelberg,Software Development,8.0,0.0,,,"Javascript / Typescript, .NET, C#, Angular ",60000.0,,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
39.0,male,siegen,Software Development,16.0,6.0,Senior,,C/C++,62400.0,5000,60000.0,5000,30,Full-time employee,Unlimited contract,Russian,1000+,Product,No,0.0,0
31.0,male,munich,Operations & Support,8.0,2.0,,,"Kubernetes, Docker",62000.0,4000,60000.0,2000,27,Full-time employee,Unlimited contract,English,51-100,Product,No,,
35.0,male,murnau am staffelsee,Other Roles,1.0,1.0,Middle,apotheker,,30000.0,1000,,,20,Full-time employee,Temporary contract,German,up to 10,Biergarten ,No,,
38.0,male,munich,Software Development,16.0,5.0,Senior,,.NET,90000.0,,90000.0,,36,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
22.0,male,zurich,Other Roles,2.0,0.5,Intern,,"Python, SQL, Google Cloud",35000.0,35000,30000.0,30000,,Intern,Temporary contract,German,up to 10,Startup,No,,0
32.0,male,innsbruck,Data & AI,3.0,0.0,Senior,,"R, SQL, AWS, Google Cloud",62000.0,3000,62000.0,3000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,12.0,
30.0,female,munich,Software Development,9.0,3.0,Senior,,PHP,60000.0,4000,51000.0,4000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
34.0,male,berlin,Software Development,10.0,4.0,Middle,,Docker,65600.0,800,67000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
36.0,male,stockholm,Software Development,14.0,7.0,Senior,,Kotlin,80000.0,,75000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26.0,female,hannover,Operations & Support,2.0,,Middle,tricentis,"Java / Scala, SQL",32000.0,,,,30,Full-time employee,Unlimited contract,German,1000+,Non-tech retail,No,,
28.0,female,berlin,Data & AI,3.0,2.5,Middle,,"Python, Javascript / Typescript, Ruby, AWS",53000.0,0,43000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
25.0,male,berlin,Software Development,6.0,0.0,Middle,,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,1000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,40
28.0,male,berlin,Data & AI,6.0,6.0,Lead,,"Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,0,78000.0,0,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
26.0,male,berlin,Operations & Support,4.0,1.0,Middle,,"Kotlin, Javascript / Typescript, SQL, AWS, Docker",55500.0,,,,25,Full-time employee,,English,51-100,Startup,No,32.0,400
35.0,male,berlin,Software Development,20.0,5.0,Senior,,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,0,90000.0,0,32,Full-time employee,Unlimited contract,English,1000+,Product,No,,
25.0,male,brussels,Data & AI,1.0,,Junior,,"Python, SQL, AWS",38000.0,0,,0,20,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,0
23.0,female,berlin,Data & AI,1.0,1.0,Junior,,"Python, R, SQL, Google Cloud",36000.0,36000,36000.0,36000,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,,500
28.0,male,munich,Software Development,3.0,3.0,Junior,,"Python, C/C++, .NET",65000.0,13000,65000.0,13000,30,Full-time employee,Unlimited contract,English,1000+,Finance,No,,
36.0,male,berlin,Software Development,10.0,10.0,Principal,,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,35000,85000.0,28500,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
41.0,male,berlin,Other Roles,20.0,0.0,Senior,,"PHP, Javascript / Typescript, SQL",36000.0,,,,,Self-employed (freelancer),Temporary contract,English,,,,,
30.0,male,heidelberg,Software Development,9.0,4.0,Senior,,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,,30,Full-time employee,Temporary contract,English,1000+,Research,No,,
30.0,male,heidelberg,Software Development,9.0,4.0,Senior,,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,,30,Full-time employee,Temporary contract,English,1000+,Research,No,,
28.0,male,zurich,Software Development,6.0,0.0,Middle,,"Python, C/C++, Java / Scala",100000.0,18000,140000.0,73000,25,Full-time employee,Unlimited contract,German,11-50,Product,No,,
29.0,male,berlin,Software Development,5.0,5.0,Middle,,"Javascript / Typescript, Kubernetes, Docker",66000.0,,60000.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
,male,berlin,Software Development,15.0,6.0,Middle,,"Python, Ruby, Kubernetes, Docker",73000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
26.0,female,prague,Software Development,4.0,1.0,Middle,,.NET,64000.0,0,55000.0,0,25,Full-time employee,Unlimited contract,"Russian, English",1000+,Product,No,,
26.0,male,berlin,Data & AI,4.0,3.0,Middle,,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,0,45000.0,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,100
31.0,male,munich,Software Development,5.0,2.0,Middle,,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,3000,68000.0,3000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,
34.0,female,hildesheim,Operations & Support,11.0,2.0,Senior,,"Python, SQL",60000.0,2000,60000.0,1000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,5.0,
34.0,male,hamburg,Operations & Support,8.0,1.0,Senior,,C/C++,67500.0,2800,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,30.0,
36.0,male,munich,Software Development,13.0,5.0,Head,,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,5000,80000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
36.0,male,berlin,Operations & Support,17.0,4.0,Head,,"Go, AWS, Kubernetes, Docker",124000.0,107000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
40.0,female,berlin,Operations & Support,16.0,4.0,Middle,,PHP,65000.0,,57000.0,,,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,,
31.0,male,berlin,Software Development,7.0,2.0,Senior,,"SQL, AWS, Kubernetes, Docker",75000.0,12500,75000.0,12500,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
28.0,male,munich,Software Development,8.0,1.0,Senior,,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,0.0,0
28.0,male,munich,Software Development,8.0,1.0,Senior,,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,0.0,0
36.0,male,berlin,Software Development,16.0,8.0,Lead,,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,120000,120000.0,120000,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
22.0,female,eindhoven,Software Development,2.0,,Junior,,"Javascript / Typescript, SQL, Docker",24000.0,-,,-,24,Full-time employee,Unlimited contract,English,11-50,Product,Laid off for a bit,32.0,-
26.0,female,berlin,Software Development,7.0,0.5,Senior,,,60000.0,,,,24,Full-time employee,Unlimited contract,English,up to 10,Product,No,,
30.0,male,berlin,Software Development,4.0,2.0,Middle,,Python,58000.0,0,55000.0,0,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
35.0,male,berlin,Software Development,12.0,6.0,Middle,,"Python, Ruby, Java / Scala, AWS",75000.0,95000,74000.0,94000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,berlin,Software Development,10.0,2.0,Middle,,,71000.0,,65000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,
36.0,male,bonn,Operations & Support,15.0,1.0,Junior,jenkins,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
35.0,male,berlin,Management & Leadership,,5.0,Lead,,"Python, Java / Scala, AWS, Kubernetes, Docker",85000.0,,85000.0,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
28.0,male,cologne,Software Development,5.0,1.0,Middle,,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,50000,50000.0,50000,25,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,0.0,0
42.0,male,berlin,Software Development,19.0,3.0,Senior,,"Kotlin, SQL, Kubernetes, Docker",66000.0,4000,65000.0,5000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
34.0,male,berlin,Software Development,14.0,4.0,Senior,,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,125000,90000.0,90000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
27.0,male,hamburg,Software Development,0.0,0.0,Junior,,Javascript / Typescript,50000.0,5000,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,0.0,0
,male,munich,Software Development,5.0,3.0,Lead,,Javascript / Typescript,70000.0,,,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
36.0,female,berlin,Data & AI,5.0,5.0,Senior,,"Python, R",87000.0,15000,77000.0,12000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
31.0,male,berlin,Software Development,4.0,4.0,Senior,,"Python, Javascript / Typescript, AWS, Docker",68000.0,0,64000.0,1000,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,0
32.0,female,munich,Other Roles,2.0,2.0,Junior,test,,54000.0,1500,47000.0,700,27,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,150
32.0,male,berlin,Software Development,13.0,5.0,Lead,,"Javascript / Typescript, SQL, AWS, Docker",83000.0,3000,80000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
36.0,male,unknown,Data & AI,6.0,6.0,Senior,,"Python, R, Docker",110000.0,25000,65000.0,2500,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,80
26.0,male,munich,Software Development,6.0,2.0,Senior,,"AWS, Docker",93000.0,10000,80000.0,,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
28.0,female,berlin,Data & AI,4.0,2.0,Middle,,Python,73700.0,80400,67000.0,67000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,200
34.0,male,munich,Data & AI,10.0,10.0,Senior,,"R, SQL, AWS, Docker",85000.0,20000,62500.0,11000,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,300
38.0,male,berlin,Data & AI,10.0,9.0,Senior,,Python,87550.0,0,85000.0,0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,600 nett
37.0,male,berlin,Software Development,16.0,8.0,Senior,,"Google Cloud, Kubernetes, Docker",80000.0,,75000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
31.0,male,berlin,Software Development,9.0,1.0,Senior,,Javascript / Typescript,65000.0,5000,65000.0,0,27,Full-time employee,Unlimited contract,English,51-100,Startup,No,30.0,0
38.0,male,berlin,Software Development,15.0,1.0,Middle,,"PHP, SQL, Docker, VMs",40700.0,,20000.0,,25,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,
